guid,dbfid,cardname,texname,texhash
LT23_011E1_04,90379,Jolly Roger {0},LT04-082_HP,
LT23_011E2_01,86083,Captain's Pride 1,HS25-045_S,4D91694E
LT23_011E2_02,90426,Captain's Pride 2,HS25-045_S,4D91694E
LT23_011E2_03,90427,Captain's Pride 3,HS25-045_S,4D91694E
LT23_011E2_04,90428,Captain's Pride {0},HS25-045_S,4D91694E
LT23_011E3_01,86082,Prop Knife 1,HS15-122A,83525A77
LT23_011E3_02,90422,Prop Knife 2,HS15-122A,83525A77
LT23_011E3_03,90423,Prop Knife 3,HS15-122A,83525A77
LT23_011E3_04,90424,Prop Knife {0},HS15-122A,83525A77
LT23_011H_01,86078,Captain Hooktusk,LT04-057_M,
LT23_011H_01,86078,Captain Hooktusk,LT04-057_M_Character,
LT23_011H_01,86078,Captain Hooktusk,LT04-057_M_FlowMap,
LT23_011H_01,86078,Captain Hooktusk,LT04-057_M_FlowMap,
LT23_011H_01,86078,Captain Hooktusk,LT04-057_M_Hand,
LT23_011H_01,86078,Captain Hooktusk,LT04-057_M_Mask,
LT23_011H_01,86078,Captain Hooktusk,LT04-057_M_Premium,
LT23_011H_02,86079,Captain Hooktusk,LT04-056_M,B29A6D0B
LT23_011H_02,86079,Captain Hooktusk,LT04-056_M_Character,
LT23_011H_02,86079,Captain Hooktusk,LT04-056_M_Hand_01,
LT23_011H_02,86079,Captain Hooktusk,LT04-056_M_Hand_02,
LT23_011H_02,86079,Captain Hooktusk,LT04-056_M_FlowMap,
LT23_011H_02,86079,Captain Hooktusk,LT04-056_M_Mask,
LT23_011H_02,86079,Captain Hooktusk,LT04-056_M_Premium,
LT23_011H_03,86080,Captain Hooktusk,LT04-058_M,
LT23_011H_03,86080,Captain Hooktusk,LT04-058_M_FlowMap,
LT23_011H_03,86080,Captain Hooktusk,LT04-058_M_Glow,
LT23_011H_03,86080,Captain Hooktusk,LT04-056_M_FlowMap,
LT23_011H_03,86080,Captain Hooktusk,HS25-030_M2_FlowMap,
LT23_011H_03,86080,Captain Hooktusk,LT04-058_M_Mask,
LT23_011H_03,86080,Captain Hooktusk,LT04-058_M_Premium,
LT23_011P1_01,86086,Turnabout Strike 1,LT01-156_HP,
LT23_011P1_02,90373,Turnabout Strike 2,LT01-156_HP,
LT23_011P1_03,90374,Turnabout Strike 3,LT01-156_HP,
LT23_011P1_04,90375,Turnabout Strike 4,LT01-156_HP,
LT23_011P1_05,90376,Turnabout Strike {0},LT01-156_HP,
LT23_011P2a_01,86106,Shiver Their Timbers 1,HS25-158_HP,
LT23_011P2a_02,90385,Shiver Their Timbers 2,HS25-158_HP,
LT23_011P2a_03,90388,Shiver Their Timbers 3,HS25-158_HP,
LT23_011P2a_04,90391,Shiver Their Timbers 4,HS25-158_HP,
LT23_011P2a_05,90394,Shiver Their Timbers {0},HS25-158_HP,
LT23_011P2b_01,90383,Shiver Their Timbers 1,HS25-158_HP,
LT23_011P2b_02,90386,Shiver Their Timbers 2,HS25-158_HP,
LT23_011P2b_03,90389,Shiver Their Timbers 3,HS25-158_HP,
LT23_011P2b_04,90392,Shiver Their Timbers 4,HS25-158_HP,
LT23_011P2b_05,90395,Shiver Their Timbers {0},HS25-158_HP,
LT23_011P2c_01,90384,Shiver Their Timbers 1,HS25-158_HP,
LT23_011P2c_02,90387,Shiver Their Timbers 2,HS25-158_HP,
LT23_011P2c_03,90390,Shiver Their Timbers 3,HS25-158_HP,
LT23_011P2c_04,90393,Shiver Their Timbers 4,HS25-158_HP,
LT23_011P2c_05,90396,Shiver Their Timbers {0},HS25-158_HP,
LT23_011P3a_01,86197,Cutthroat Negotiations 1,LT01-158_HP,
LT23_011P3a_02,90408,Cutthroat Negotiations 2,LT01-158_HP,
LT23_011P3a_03,90411,Cutthroat Negotiations 3,LT01-158_HP,
LT23_011P3a_04,90414,Cutthroat Negotiations 4,LT01-158_HP,
LT23_011P3a_05,90417,Cutthroat Negotiations {0},LT01-158_HP,
LT23_011P3b_01,90404,Cutthroat Negotiations 1,LT01-158_HP,
LT23_011P3b_02,90409,Cutthroat Negotiations 2,LT01-158_HP,
LT23_011P3b_03,90412,Cutthroat Negotiations 3,LT01-158_HP,
LT23_011P3b_04,90415,Cutthroat Negotiations 4,LT01-158_HP,
LT23_011P3b_05,90418,Cutthroat Negotiations {0},LT01-158_HP,
LT23_011P3c_01,90405,Cutthroat Negotiations 1,LT01-158_HP,
LT23_011P3c_02,90410,Cutthroat Negotiations 2,LT01-158_HP,
LT23_011P3c_03,90413,Cutthroat Negotiations 3,LT01-158_HP,
LT23_011P3c_04,90416,Cutthroat Negotiations 4,LT01-158_HP,
LT23_011P3c_05,90419,Cutthroat Negotiations {0},LT01-158_HP,
LT23_011T1_01,92019,Deceiving Fire {0},HS15-017_HP,
LT23_016E1_01,86908,Xal'atath 1,MC23-032_E,
LT23_016E1_02,86907,Xal'atath 2,MC23-032_E,
LT23_016E1_03,86906,Xal'atath 3,MC23-032_E,
LT23_016E1_04,84417,Xal'atath {0},MC23-032_E,
LT23_016E2_01,86911,Tidestone of Golganneth 1,W16_a257_D,
LT23_016E2_02,86910,Tidestone of Golganneth 2,W16_a257_D,
LT23_016E2_03,86909,Tidestone of Golganneth 3,W16_a257_D,
LT23_016E2_04,84416,Tidestone of Golganneth {0},W16_a257_D,
LT23_016E3_01,86914,"Sharas'dal, The Queen's Scepter 1",W16_a229_S,
LT23_016E3_02,86913,"Sharas'dal, The Queen's Scepter 2",W16_a229_S,
LT23_016E3_03,86912,"Sharas'dal, The Queen's Scepter 3",W16_a229_S,
LT23_016E3_04,84415,"Sharas'dal, The Queen's Scepter {0}",W16_a229_S,
LT23_016H_01,84405,Queen Azshara,LT04-042_M,
LT23_016H_01,84405,Queen Azshara,LT04-042_M_Fish,
LT23_016H_01,84405,Queen Azshara,LT04-042_M_Gradient,6D360D79
LT23_016H_01,84405,Queen Azshara,LT04-042_M_FlowMap,
LT23_016H_01,84405,Queen Azshara,LT04-042_M_Mask,
LT23_016H_01,84405,Queen Azshara,LT04-042_M_Premium,
LT23_016H_02,84406,Queen Azshara,LT04-044_M,
LT23_016H_02,84406,Queen Azshara,LT04-044_M_Character,
LT23_016H_02,84406,Queen Azshara,LT04-044_M_FlowMap,
LT23_016H_02,84406,Queen Azshara,LT04-044_M_Water,
LT23_016H_02,84406,Queen Azshara,LT04-044_M_Mask,
LT23_016H_02,84406,Queen Azshara,LT04-044_M_Premium,
LT23_016H_03,84407,Queen Azshara,HS25-100_M,B56E80FA
LT23_016H_03,84407,Queen Azshara,HS25-100_M_FlowMap,
LT23_016H_03,84407,Queen Azshara,HS25-100_M_Tentacle,26148E42
LT23_016H_03,84407,Queen Azshara,HS25-100_M_Hand,D7F383A1
LT23_016H_03,84407,Queen Azshara,HS25-100_M_Mask,
LT23_016H_03,84407,Queen Azshara,HS25-100_M_Premium,C12C3E5E
LT23_016P1_01,86918,Shifting Tides 1,W14_a077_HP,
LT23_016P1_02,86917,Shifting Tides 2,W14_a077_HP,
LT23_016P1_03,86916,Shifting Tides 3,W14_a077_HP,
LT23_016P1_04,86915,Shifting Tides 4,W14_a077_HP,
LT23_016P1_05,84408,Shifting Tides {0},W14_a077_HP,
LT23_016P2_01,86944,Mage Paramount 1,w19_a024_HP2,
LT23_016P2_02,86943,Mage Paramount 2,w19_a024_HP2,
LT23_016P2_03,86942,Mage Paramount 3,w19_a024_HP2,
LT23_016P2_04,86941,Mage Paramount 4,w19_a024_HP2,
LT23_016P2_05,84409,Mage Paramount {0},w19_a024_HP2,
LT23_016P3_01,86976,Vainglorious Rebuke 1,MC23-019_HP,
LT23_016P3_02,86975,Vainglorious Rebuke 2,MC23-019_HP,
LT23_016P3_03,86974,Vainglorious Rebuke 3,MC23-019_HP,
LT23_016P3_04,86972,Vainglorious Rebuke 4,MC23-019_HP,
LT23_016P3_05,84413,Vainglorious Rebuke {0},MC23-019_HP,
LT23_016T1_01,91942,Corruption Runs Deep {0},r5_a096_D2,
LT23_016T1e,91943,Corruption Runs Deep,r5_a096_D2,
LT23_017E1_01,85069,Ring of Sluggishness 1,MC23-059_E,
LT23_017E1_02,89635,Ring of Sluggishness 2,MC23-059_E,
LT23_017E1_03,89636,Ring of Sluggishness 3,MC23-059_E,
LT23_017E1_04,89637,Ring of Sluggishness {0},MC23-059_E,
LT23_017E2_01,87539,Serve Chilled 1,MC23-062_E,
LT23_017E2_02,87538,Serve Chilled 2,MC23-062_E,
LT23_017E2_03,87537,Serve Chilled 3,MC23-062_E,
LT23_017E2_04,85070,Serve Chilled {0},MC23-062_E,
LT23_017E3_01,87569,Upstart Acolyte 1,r5_a094_D,
LT23_017E3_02,87568,Upstart Acolyte 2,r5_a094_D,
LT23_017E3_03,87567,Upstart Acolyte 3,r5_a094_D,
LT23_017E3_04,85071,Upstart Acolyte {0},r5_a094_D,
LT23_017H_01,85060,"Zar'jira, the Sea Witch",LT04-045_M,
LT23_017H_01,85060,"Zar'jira, the Sea Witch",LT04-045_M_FlowMap_02,
LT23_017H_01,85060,"Zar'jira, the Sea Witch",LT04-045_M_FlowMap_01,
LT23_017H_01,85060,"Zar'jira, the Sea Witch",LT04-045_M_Mask,
LT23_017H_01,85060,"Zar'jira, the Sea Witch",LT04-045_M_Premium,
LT23_017H_02,85061,"Zar'jira, the Sea Witch",LT04-046_M,
LT23_017H_02,85061,"Zar'jira, the Sea Witch",LT04-046_M_Monster_01,
LT23_017H_02,85061,"Zar'jira, the Sea Witch",LT04-046_M_Monster_02,
LT23_017H_02,85061,"Zar'jira, the Sea Witch",LT04-046_M_Hand,
LT23_017H_02,85061,"Zar'jira, the Sea Witch",LT04-046_M_Mask,
LT23_017H_02,85061,"Zar'jira, the Sea Witch",LT04-046_M_Premium,
LT23_017H_03,85062,"Zar'jira, the Sea Witch",LT04-047_M,556BCE00
LT23_017H_03,85062,"Zar'jira, the Sea Witch",LT04-047_M_Snake,
LT23_017H_03,85062,"Zar'jira, the Sea Witch",LT04-047_M_Fish,
LT23_017H_03,85062,"Zar'jira, the Sea Witch",LT04-047_M_FlowMap,
LT23_017H_03,85062,"Zar'jira, the Sea Witch",LT04-047_M_Mask,
LT23_017H_03,85062,"Zar'jira, the Sea Witch",LT04-047_M_Premium,
LT23_017P1_01,87579,Witch's Curse 1,HS13-391_HP,
LT23_017P1_02,87574,Witch's Curse 2,HS13-391_HP,
LT23_017P1_03,87573,Witch's Curse 3,HS13-391_HP,
LT23_017P1_04,87572,Witch's Curse 4,HS13-391_HP,
LT23_017P1_05,85063,Witch's Curse {0},HS13-391_HP,
LT23_017P2_01,87629,Freezing Touch 1,MC23-053_HP,
LT23_017P2_01,87629,Freezing Touch 1,HS11-103_HP_Mask,08C236D9
LT23_017P2_02,87628,Freezing Touch 2,MC23-053_HP,
LT23_017P2_02,87628,Freezing Touch 2,HS11-103_HP_Mask,08C236D9
LT23_017P2_03,87627,Freezing Touch 3,MC23-053_HP,
LT23_017P2_03,87627,Freezing Touch 3,HS11-103_HP_Mask,08C236D9
LT23_017P2_04,87626,Freezing Touch 4,MC23-053_HP,
LT23_017P2_04,87626,Freezing Touch 4,HS11-103_HP_Mask,08C236D9
LT23_017P2_05,85064,Freezing Touch {0},MC23-053_HP,
LT23_017P2_05,85064,Freezing Touch {0},HS11-103_HP_Mask,08C236D9
LT23_017P3_01,87634,Wavethrasher 1,W16_a085_HP,
LT23_017P3_02,87632,Wavethrasher 2,W16_a085_HP,
LT23_017P3_03,87631,Wavethrasher 3,W16_a085_HP,
LT23_017P3_04,87630,Wavethrasher 4,W16_a085_HP,
LT23_017P3_05,85066,Wavethrasher {0},W16_a085_HP,
LT23_017P3m_01,87638,Wavethrasher 1,W16_a085_M,
LT23_017P3m_02,87637,Wavethrasher 2,W16_a085_M,
LT23_017P3m_03,87636,Wavethrasher 3,W16_a085_M,
LT23_017P3m_04,87635,Wavethrasher 4,W16_a085_M,
LT23_017P3m_05,84423,Wavethrasher {0},W16_a085_M,
LT23_017T1_01,91948,Chilled to the Bone {0},HS18-409_HP,
LT23_017T1e,91950,Chilled to the Bone,HS18-409,
LT23_018E1_01,87760,Clutching Hatred 1,MC23-064_E,
LT23_018E1_02,87759,Clutching Hatred 2,MC23-064_E,
LT23_018E1_03,87758,Clutching Hatred 3,MC23-064_E,
LT23_018E1_04,85404,Clutching Hatred {0},MC23-064_E,
LT23_018E2_04,85405,Harpsicold {0},MC23-063_E,
LT23_018E3_01,87766,Warlord Parjesh 1,HS25-092_M,2776FA7D
LT23_018E3_01,87766,Warlord Parjesh 1,HS25-092_M_Weapon,3BBE7F33
LT23_018E3_01,87766,Warlord Parjesh 1,HS25-092_M_FlowMap,
LT23_018E3_01,87766,Warlord Parjesh 1,HS25-092_M_Motes,BE1A64AE
LT23_018E3_01,87766,Warlord Parjesh 1,HS25-092_M_Mask,C11B97C1
LT23_018E3_01,87766,Warlord Parjesh 1,HS25-092_M_Premium,2DA38ED7
LT23_018E3_01t,87763,Warlord Parjesh 1,HS25-092_M,2776FA7D
LT23_018E3_01t,87763,Warlord Parjesh 1,HS25-092_M_Weapon,3BBE7F33
LT23_018E3_01t,87763,Warlord Parjesh 1,HS25-092_M_FlowMap,
LT23_018E3_01t,87763,Warlord Parjesh 1,HS25-092_M_Motes,BE1A64AE
LT23_018E3_01t,87763,Warlord Parjesh 1,HS25-092_M_Mask,C11B97C1
LT23_018E3_01t,87763,Warlord Parjesh 1,HS25-092_M_Premium,2DA38ED7
LT23_018E3_02,87765,Warlord Parjesh 2,HS25-092_M,2776FA7D
LT23_018E3_02,87765,Warlord Parjesh 2,HS25-092_M_Weapon,3BBE7F33
LT23_018E3_02,87765,Warlord Parjesh 2,HS25-092_M_FlowMap,
LT23_018E3_02,87765,Warlord Parjesh 2,HS25-092_M_Motes,BE1A64AE
LT23_018E3_02,87765,Warlord Parjesh 2,HS25-092_M_Mask,C11B97C1
LT23_018E3_02,87765,Warlord Parjesh 2,HS25-092_M_Premium,2DA38ED7
LT23_018E3_02t,87762,Warlord Parjesh 2,HS25-092_M,2776FA7D
LT23_018E3_02t,87762,Warlord Parjesh 2,HS25-092_M_Weapon,3BBE7F33
LT23_018E3_02t,87762,Warlord Parjesh 2,HS25-092_M_FlowMap,
LT23_018E3_02t,87762,Warlord Parjesh 2,HS25-092_M_Motes,BE1A64AE
LT23_018E3_02t,87762,Warlord Parjesh 2,HS25-092_M_Mask,C11B97C1
LT23_018E3_02t,87762,Warlord Parjesh 2,HS25-092_M_Premium,2DA38ED7
LT23_018E3_03,87764,Warlord Parjesh 3,HS25-092_M,2776FA7D
LT23_018E3_03,87764,Warlord Parjesh 3,HS25-092_M_Weapon,3BBE7F33
LT23_018E3_03,87764,Warlord Parjesh 3,HS25-092_M_FlowMap,
LT23_018E3_03,87764,Warlord Parjesh 3,HS25-092_M_Motes,BE1A64AE
LT23_018E3_03,87764,Warlord Parjesh 3,HS25-092_M_Mask,C11B97C1
LT23_018E3_03,87764,Warlord Parjesh 3,HS25-092_M_Premium,2DA38ED7
LT23_018E3_03t,87761,Warlord Parjesh 3,HS25-092_M,2776FA7D
LT23_018E3_03t,87761,Warlord Parjesh 3,HS25-092_M_Weapon,3BBE7F33
LT23_018E3_03t,87761,Warlord Parjesh 3,HS25-092_M_FlowMap,
LT23_018E3_03t,87761,Warlord Parjesh 3,HS25-092_M_Motes,BE1A64AE
LT23_018E3_03t,87761,Warlord Parjesh 3,HS25-092_M_Mask,C11B97C1
LT23_018E3_03t,87761,Warlord Parjesh 3,HS25-092_M_Premium,2DA38ED7
LT23_018E3_04,85406,Warlord Parjesh {0},HS25-092_M,2776FA7D
LT23_018E3_04,85406,Warlord Parjesh {0},HS25-092_M_Weapon,3BBE7F33
LT23_018E3_04,85406,Warlord Parjesh {0},HS25-092_M_FlowMap,
LT23_018E3_04,85406,Warlord Parjesh {0},HS25-092_M_Motes,BE1A64AE
LT23_018E3_04,85406,Warlord Parjesh {0},HS25-092_M_Mask,C11B97C1
LT23_018E3_04,85406,Warlord Parjesh {0},HS25-092_M_Premium,2DA38ED7
LT23_018E3_04t,85414,Warlord Parjesh {0},HS25-092_M,2776FA7D
LT23_018E3_04t,85414,Warlord Parjesh {0},HS25-092_M_Weapon,3BBE7F33
LT23_018E3_04t,85414,Warlord Parjesh {0},HS25-092_M_FlowMap,
LT23_018E3_04t,85414,Warlord Parjesh {0},HS25-092_M_Motes,BE1A64AE
LT23_018E3_04t,85414,Warlord Parjesh {0},HS25-092_M_Mask,C11B97C1
LT23_018E3_04t,85414,Warlord Parjesh {0},HS25-092_M_Premium,2DA38ED7
LT23_018H_01,85396,Tidemistress Athissa,LT04-048_M,
LT23_018H_01,85396,Tidemistress Athissa,LT04-048_M_Character,
LT23_018H_01,85396,Tidemistress Athissa,LT04-048_M_Flowmap,
LT23_018H_01,85396,Tidemistress Athissa,LT04-048_M_Glow,
LT23_018H_01,85396,Tidemistress Athissa,LT04-048_M_Glow,
LT23_018H_01,85396,Tidemistress Athissa,LT04-048_M_Hand_01,
LT23_018H_01,85396,Tidemistress Athissa,LT04-048_M_Mask,
LT23_018H_01,85396,Tidemistress Athissa,LT04-048_M_Premium,
LT23_018H_02,85397,Tidemistress Athissa,LT04-049_M,
LT23_018H_02,85397,Tidemistress Athissa,LT04-049_M_Character,
LT23_018H_02,85397,Tidemistress Athissa,LT04-049_M_FlowMap,
LT23_018H_02,85397,Tidemistress Athissa,LT04-049_M_FlowMap,
LT23_018H_02,85397,Tidemistress Athissa,LT04-049_M_Lighting,
LT23_018H_02,85397,Tidemistress Athissa,LT04-049_M_Mask,
LT23_018H_02,85397,Tidemistress Athissa,LT04-049_M_Premium,
LT23_018H_03,85398,Tidemistress Athissa,LT04-050_M,
LT23_018H_03,85398,Tidemistress Athissa,LT04-050_M_Glow,
LT23_018H_03,85398,Tidemistress Athissa,LT04-050_M_FlowMap_01,
LT23_018H_03,85398,Tidemistress Athissa,LT04-050_M_FlowMap_02,
LT23_018H_03,85398,Tidemistress Athissa,HS18-509_Smoke,
LT23_018H_03,85398,Tidemistress Athissa,LT04-050_M_Mask,
LT23_018H_03,85398,Tidemistress Athissa,LT04-050_M_Premium,
LT23_018P1_01,87770,Wave Crush 1,LT04-078_HP,
LT23_018P1_02,87769,Wave Crush 2,LT04-078_HP,
LT23_018P1_03,87768,Wave Crush 3,LT04-078_HP,
LT23_018P1_04,87767,Wave Crush 4,LT04-078_HP,
LT23_018P1_05,85399,Wave Crush {0},LT04-078_HP,
LT23_018P2_01,87774,Riptide 1,LT04-077_HP,
LT23_018P2_02,87773,Riptide 2,LT04-077_HP,
LT23_018P2_03,87772,Riptide 3,LT04-077_HP,
LT23_018P2_04,87771,Riptide 4,LT04-077_HP,
LT23_018P2_05,85401,Riptide {0},LT04-077_HP,
LT23_018P3_01,87778,Captive Tides 1,LT04-079_HP,
LT23_018P3_02,87777,Captive Tides 2,LT04-079_HP,
LT23_018P3_03,87776,Captive Tides 3,LT04-079_HP,
LT23_018P3_04,87775,Captive Tides 4,LT04-079_HP,
LT23_018P3_05,85403,Captive Tides {0},LT04-079_HP,
LT23_018T1_01,91897,Azsharan Influence {0},HS25-227_HP,
LT23_019E1_01,87781,Unleashed Eel 1,HS13-234_M,98FA12EE
LT23_019E1_01,87781,Unleashed Eel 1,HS13-234_M_FlowMap,
LT23_019E1_01,87781,Unleashed Eel 1,HS13-234_M_Fish,7C99658D
LT23_019E1_01,87781,Unleashed Eel 1,HS13-234_M_FlareStarWhite6,0D8E8292
LT23_019E1_01,87781,Unleashed Eel 1,HS13-234_M_Lightning,DE3A471F
LT23_019E1_01,87781,Unleashed Eel 1,HS13-234_M_Mask,87B71363
LT23_019E1_01,87781,Unleashed Eel 1,HS13-234_M_Premium,8398464A
LT23_019E1_02,87780,Unleashed Eel 2,HS13-234_M,98FA12EE
LT23_019E1_02,87780,Unleashed Eel 2,HS13-234_M_FlowMap,
LT23_019E1_02,87780,Unleashed Eel 2,HS13-234_M_Fish,7C99658D
LT23_019E1_02,87780,Unleashed Eel 2,HS13-234_M_FlareStarWhite6,0D8E8292
LT23_019E1_02,87780,Unleashed Eel 2,HS13-234_M_Lightning,DE3A471F
LT23_019E1_02,87780,Unleashed Eel 2,HS13-234_M_Mask,87B71363
LT23_019E1_02,87780,Unleashed Eel 2,HS13-234_M_Premium,8398464A
LT23_019E1_03,87779,Unleashed Eel 3,HS13-234_M,98FA12EE
LT23_019E1_03,87779,Unleashed Eel 3,HS13-234_M_FlowMap,
LT23_019E1_03,87779,Unleashed Eel 3,HS13-234_M_Fish,7C99658D
LT23_019E1_03,87779,Unleashed Eel 3,HS13-234_M_FlareStarWhite6,0D8E8292
LT23_019E1_03,87779,Unleashed Eel 3,HS13-234_M_Lightning,DE3A471F
LT23_019E1_03,87779,Unleashed Eel 3,HS13-234_M_Mask,87B71363
LT23_019E1_03,87779,Unleashed Eel 3,HS13-234_M_Premium,8398464A
LT23_019E1_04,85483,Unleashed Eel {0},HS13-234_M,98FA12EE
LT23_019E1_04,85483,Unleashed Eel {0},HS13-234_M_FlowMap,
LT23_019E1_04,85483,Unleashed Eel {0},HS13-234_M_Fish,7C99658D
LT23_019E1_04,85483,Unleashed Eel {0},HS13-234_M_FlareStarWhite6,0D8E8292
LT23_019E1_04,85483,Unleashed Eel {0},HS13-234_M_Lightning,DE3A471F
LT23_019E1_04,85483,Unleashed Eel {0},HS13-234_M_Mask,87B71363
LT23_019E1_04,85483,Unleashed Eel {0},HS13-234_M_Premium,8398464A
LT23_019E2_04,85484,Sharp Idea {0},w20_a190_HP,
LT23_019E3_01,87784,Fishy Cauldron 1,r7_a004_HP,
LT23_019E3_02,87783,Fishy Cauldron 2,r7_a004_HP,
LT23_019E3_03,87782,Fishy Cauldron 3,r7_a004_HP,
LT23_019E3_04,85485,Fishy Cauldron {0},r7_a004_HP,
LT23_019H_01,85475,Lord Slitherspear,W21_A137_D,
LT23_019H_01,85475,Lord Slitherspear,W21_A137_D_Character,
LT23_019H_01,85475,Lord Slitherspear,W21_A137_D_Glow,
LT23_019H_01,85475,Lord Slitherspear,W21_A137_D_Mask,
LT23_019H_01,85475,Lord Slitherspear,W21_A137_D_Premium,
LT23_019H_02,85476,Lord Slitherspear,LT04-051_M,486BACE6
LT23_019H_02,85476,Lord Slitherspear,LT04-051_M_Character,
LT23_019H_02,85476,Lord Slitherspear,LT04-051_M_Hand,
LT23_019H_02,85476,Lord Slitherspear,LT04-051_M_Mask,
LT23_019H_02,85476,Lord Slitherspear,LT04-051_M_Premium,
LT23_019H_03,85477,Lord Slitherspear,LT04-052_M,
LT23_019H_03,85477,Lord Slitherspear,LT04-052_M_Hand,
LT23_019H_03,85477,Lord Slitherspear,LT04-052_M_FlowMap,
LT23_019H_03,85477,Lord Slitherspear,LT04-052_M_Mask,
LT23_019H_03,85477,Lord Slitherspear,LT04-052_M_Premium,
LT23_019P1_01,87792,Slithering Rage 1,W16_a212_D_HP,
LT23_019P1_02,87791,Slithering Rage 2,W16_a212_D_HP,
LT23_019P1_03,87790,Slithering Rage 3,W16_a212_D_HP,
LT23_019P1_04,87789,Slithering Rage 4,W16_a212_D_HP,
LT23_019P1_05,85478,Slithering Rage {0},W16_a212_D_HP,
LT23_019P1m_01,87788,Hungry Naga 1,W16_a212,
LT23_019P1m_02,87787,Hungry Naga 2,W16_a212,
LT23_019P1m_03,87786,Hungry Naga 3,W16_a212,
LT23_019P1m_04,87785,Hungry Naga 4,W16_a212,
LT23_019P1m_05,85479,Hungry Naga {0},W16_a212,
LT23_019P2_01,87796,You Lift Bro? 1,HS21-094_HP,
LT23_019P2_02,87795,You Lift Bro? 2,HS21-094_HP,
LT23_019P2_03,87794,You Lift Bro? 3,HS21-094_HP,
LT23_019P2_04,87793,You Lift Bro? 4,HS21-094_HP,
LT23_019P2_05,85480,You Lift Bro? {0},HS21-094_HP,
LT23_019P3_01,87800,Enough of this Trash! 1,LT04-080_HP,
LT23_019P3_02,87799,Enough of this Trash! 2,LT04-080_HP,
LT23_019P3_03,87798,Enough of this Trash! 3,LT04-080_HP,
LT23_019P3_04,87797,Enough of this Trash! 4,LT04-080_HP,
LT23_019P3_05,85482,Enough of this Trash! {0},LT04-080_HP,
LT23_019T1_01,91911,Secret of the Naga {0},HS25-185_HP,5BBA5459
LT23_020E1_01,87803,Fathom Lure 1,MC23-061_E,
LT23_020E1_02,87802,Fathom Lure 2,MC23-061_E,
LT23_020E1_03,87801,Fathom Lure 3,MC23-061_E,
LT23_020E1_04,85133,Fathom Lure {0},MC23-061_E,
LT23_020E2_01,87806,Hull Breaker 1,MC23-044_HP,
LT23_020E2_02,87805,Hull Breaker 2,MC23-044_HP,
LT23_020E2_03,87804,Hull Breaker 3,MC23-044_HP,
LT23_020E2_04,85135,Hull Breaker {0},MC23-044_HP,
LT23_020E3_04,85136,Tidewalker's Brooch {0},MC23-058_E,
LT23_020H_01,85111,Fathom-Lord Karathress,LT04-053_M,
LT23_020H_01,85111,Fathom-Lord Karathress,LT04-053_M_FlowMap,
LT23_020H_01,85111,Fathom-Lord Karathress,LT04-053_M_Duck,
LT23_020H_01,85111,Fathom-Lord Karathress,LT04-053_M_Mask,
LT23_020H_01,85111,Fathom-Lord Karathress,LT04-053_M_Premium,
LT23_020H_02,85113,Fathom-Lord Karathress,LT04-054_M,
LT23_020H_02,85113,Fathom-Lord Karathress,LT04-054_M_FlowMap,
LT23_020H_02,85113,Fathom-Lord Karathress,LT04-054_M_Spark_0,
LT23_020H_02,85113,Fathom-Lord Karathress,LT04-054_M_Hand,
LT23_020H_02,85113,Fathom-Lord Karathress,LT04-054_M_Mask,
LT23_020H_02,85113,Fathom-Lord Karathress,LT04-054_M_Premium,
LT23_020H_03,85112,Fathom-Lord Karathress,LT04-055_M,
LT23_020H_03,85112,Fathom-Lord Karathress,LT04-055_M_FlowMap,
LT23_020H_03,85112,Fathom-Lord Karathress,LT04-055_M_Eye,
LT23_020H_03,85112,Fathom-Lord Karathress,LT04-055_M_Hand,
LT23_020H_03,85112,Fathom-Lord Karathress,LT04-055_M_Leaves,BCBF5605
LT23_020H_03,85112,Fathom-Lord Karathress,LT04-055_M_Mask,
LT23_020H_03,85112,Fathom-Lord Karathress,LT04-055_M_Premium,
LT23_020P1_01,87818,Tidal Strike 1,R7_a073_HP,
LT23_020P1_01t,87814,Fathom Guard 1,HS25-044_M,E3563DCE
LT23_020P1_01t,87814,Fathom Guard 1,HS25-044_M_Bubbles,00EC2E0C
LT23_020P1_01t,87814,Fathom Guard 1,HS25-044_M_FlowMap,
LT23_020P1_01t,87814,Fathom Guard 1,HS25-044_M_Weapon,A592C4DA
LT23_020P1_01t,87814,Fathom Guard 1,HS25-044_M_Mask,43DB39FA
LT23_020P1_01t,87814,Fathom Guard 1,HS25-044_M_Premium,60EFCAC4
LT23_020P1_02,87817,Tidal Strike 2,R7_a073_HP,
LT23_020P1_02t,87813,Fathom Guard 2,HS25-044_M,E3563DCE
LT23_020P1_02t,87813,Fathom Guard 2,HS25-044_M_Bubbles,00EC2E0C
LT23_020P1_02t,87813,Fathom Guard 2,HS25-044_M_FlowMap,
LT23_020P1_02t,87813,Fathom Guard 2,HS25-044_M_Weapon,A592C4DA
LT23_020P1_02t,87813,Fathom Guard 2,HS25-044_M_Mask,43DB39FA
LT23_020P1_02t,87813,Fathom Guard 2,HS25-044_M_Premium,60EFCAC4
LT23_020P1_03,87816,Tidal Strike 3,R7_a073_HP,
LT23_020P1_03t,87812,Fathom Guard 3,HS25-044_M,E3563DCE
LT23_020P1_03t,87812,Fathom Guard 3,HS25-044_M_Bubbles,00EC2E0C
LT23_020P1_03t,87812,Fathom Guard 3,HS25-044_M_FlowMap,
