guid,dbfid,cardname
LT23_822P1b,89356,Ring Toss
LT23_822e,89357,PvE Silas Darkmoon enchantment
LT23_822e2,89390,PvE Heroic Silas Darkmoon enchantment
LT23_823H,89698,Yogg-Saron
LT23_823H2,89652,"Mukla, Tyrant of the Vale"
LT23_823H3,89653,"Hogger, Doom of Elwynn"
LT23_823H4,89654,Corrupted Gnoll
LT23_823P1_01,89506,Come on Down! {0}
LT23_823P1_02,89550,Come on Down! 2
LT23_823P1_03,89809,Come on Down! 3
LT23_823P1b,89537,Devouring Hunger
LT23_823P1be,89538,Devoured
LT23_823P1c,89539,Mindflayer Goggles
LT23_823P1d,89544,Curse of Flesh
LT23_823P1de,89545,Flesh 
LT23_823P1f,89542,Hand of Fate
LT23_823P1fe,89543,Glove of Fate
LT23_823P1g,89541,Mysterybox
LT23_823e,89808,PvE Yogg-Saron enchantment
LT23_823e2,89810,PvE Heroic Yogg-Saron enchantment
LT23_824e,89774,PvE Maestra enchantment
LT23_824e2,90538,Heroic PvE Maestra enchantment
LT23_825H,91073,The Cow King
LT23_825H2,91981,Bovine Halberdier
LT23_825H3,91982,Midnight Sparkle
LT23_825H4,91983,Evil Oliver
LT23_825H5,91984,Twinkleroot
LT23_825P1,91985,Whimsyshire Gateway
LT23_825e,91071,PvE Cow King Enchantment
LT23_825e2,91072,Heroic PvE Cow King Enchantment
LT23_826H1,91015,Queen Azshara
LT23_826H2,91016,Loyal Myrmidon
LT23_826H3,91017,Tidemistress
LT23_826H4,91051,Arcane Orb
LT23_826P1,91022,Stay!
LT23_826P1e,91041,Stay enchantment
LT23_826P2,91044,Stand Alone!
LT23_826P2e,91045,Stand Alone enchantment
LT23_826P3,91048,Suffer!
LT23_826P4_1,91050,Obliterate 1
LT23_826P4_2,92346,Obliterate 2
LT23_826P5,91082,Reopen Wounds
LT23_826e,89385,PvE Queen Azshara
LT23_826e2,89387,PvE Heroic Queen Azshara
LT24_001E1_01,92360,Heart of C'Thun 1
LT24_001E1_02,92361,Heart of C'Thun 2
LT24_001E1_03,92362,Heart of C'Thun 3
LT24_001E1_04,92363,Heart of C'Thun {0}
LT24_001E1m_01,93021,Tentacle of C'Thun 1
LT24_001E1m_02,93024,Tentacle of C'Thun 2
LT24_001E1m_03,93025,Tentacle of C'Thun 3
LT24_001E1m_04,93026,Tentacle of C'Thun 4
LT24_001E1m_05,93027,Tentacle of C'Thun {0}
LT24_001E2_01,92364,Maw of C'Thun 1
LT24_001E2_02,92368,Maw of C'Thun 2
LT24_001E2_03,92369,Maw of C'Thun 3
LT24_001E2_04,92370,Maw of C'Thun {0}
LT24_001E2e,93051,Maw of C'Thun
LT24_001E3_01,92372,Body of C'Thun 1
LT24_001E3_02,92380,Body of C'Thun 2
LT24_001E3_03,92381,Body of C'Thun 3
LT24_001E3_04,92382,Body of C'Thun {0}
LT24_001E3e,92376,Body of C'Thun
LT24_001H_01,86844,C'Thun
LT24_001H_02,86845,C'Thun
LT24_001H_03,86846,C'Thun
LT24_001H_03_Event,95024,C'Thun
LT24_001P1_01,86847,Mind Flay 1
LT24_001P1_02,92351,Mind Flay 2
LT24_001P1_03,92352,Mind Flay 3
LT24_001P1_04,92353,Mind Flay 4
LT24_001P1_05,92354,Mind Flay {0}
LT24_001P2_01,86848,Tentacle of C'Thun 1
LT24_001P2_02,92347,Tentacle of C'Thun 2
LT24_001P2_03,92348,Tentacle of C'Thun 3
LT24_001P2_04,92349,Tentacle of C'Thun 4
LT24_001P2_05,92350,Tentacle of C'Thun {0}
LT24_001P2m_01,86849,Tentacle of C'Thun 1
LT24_001P2m_02,92342,Tentacle of C'Thun 2
LT24_001P2m_03,92343,Tentacle of C'Thun 3
LT24_001P2m_04,92344,Tentacle of C'Thun 4
LT24_001P2m_05,92345,Tentacle of C'Thun {0}
LT24_001P2me,86850,Tentacular
LT24_001P3_01,86851,Mask of C'Thun 1
LT24_001P3_02,92356,Mask of C'Thun 2
LT24_001P3_03,92357,Mask of C'Thun 3
LT24_001P3_04,92358,Mask of C'Thun 4
LT24_001P3_05,92359,Mask of C'Thun {0}
LT24_001T1_01,95610,Corrupted Power {0}
LT24_001T1e,95617,Corrupted Power
LT24_001T2_01,95624,Extra Tentacles {0}
LT24_002E1_01,94461,Ysera's Vengeance 1
LT24_002E1_02,94460,Ysera's Vengeance 2
LT24_002E1_03,94459,Ysera's Vengeance 3
LT24_002E1_04,93192,Ysera's Vengeance {0}
LT24_002E2_04,93196,Dream Infusion {0}
LT24_002E2e,93198,Dream Root
LT24_002E3_01,94492,Emerald Majesty 1
LT24_002E3_02,94491,Emerald Majesty 2
LT24_002E3_03,94490,Emerald Majesty 3
LT24_002E3_04,93200,Emerald Majesty {0}
LT24_002H_01,86979,Ysera
LT24_002H_02,86980,Ysera
LT24_002H_03,86982,Ysera
LT24_002P1_01,94465,Verdant Breath 1
LT24_002P1_02,94464,Verdant Breath 2
LT24_002P1_03,94463,Verdant Breath 3
LT24_002P1_04,94462,Verdant Breath 4
LT24_002P1_05,86983,Verdant Breath {0}
LT24_002P2_01,94542,Emerald Dream 1
LT24_002P2_02,94541,Emerald Dream 2
LT24_002P2_03,94540,Emerald Dream 3
LT24_002P2_04,94539,Emerald Dream 4
LT24_002P2_05,86984,Emerald Dream {0}
LT24_002P2s_01,94554,Ad Astra 1
LT24_002P2s_02,94550,Ad Astra 2
LT24_002P2s_03,94547,Ad Astra 3
LT24_002P2s_04,94544,Ad Astra 4
LT24_002P2s_05,93189,Ad Astra {0}
LT24_002P2x_01,94506,Emerald Drake 1
LT24_002P2x_02,94504,Emerald Drake 2
LT24_002P2x_03,94502,Emerald Drake 3
LT24_002P2x_04,94500,Emerald Drake 4
LT24_002P2x_05,86985,Emerald Drake {0}
LT24_002P2xm_01,94505,Emerald Drake 1
LT24_002P2xm_02,94503,Emerald Drake 2
LT24_002P2xm_03,94501,Emerald Drake 3
LT24_002P2xm_04,94498,Emerald Drake 4
LT24_002P2xm_05,86990,Emerald Drake {0}
LT24_002P2y2_01,94555,Natura 1
LT24_002P2y2_02,94551,Natura 2
LT24_002P2y2_03,94548,Natura 3
LT24_002P2y2_04,94545,Natura 4
LT24_002P2y_01,94497,Ysera Awakens 1
LT24_002P2y_02,94496,Ysera Awakens 2
LT24_002P2y_03,94495,Ysera Awakens 3
LT24_002P2y_04,94494,Ysera Awakens 4
LT24_002P2y_05,86989,Ysera Awakens  {0}
LT24_002P2ye,86991,Dreaming
LT24_002P2z_01,94512,Nightmare 1
LT24_002P2z_02,94511,Nightmare 2
LT24_002P2z_03,94509,Nightmare 3
LT24_002P2z_04,94508,Nightmare 4
LT24_002P2z_05,86988,Nightmare {0}
LT24_002P2ze,86992,Nightmare Strength
LT24_002P3_01a,94552,Emerald Oracle 1
LT24_002P3_02a,94549,Emerald Oracle 2
LT24_002P3_03a,94546,Emerald Oracle 3
LT24_002P3_04a,94543,Emerald Oracle 4
LT24_002P3_05,93188,Emerald Oracle {0}
LT24_002P3_05a,86986,Natura {0}
LT24_002T1_01,94752,Dragonflight Respite {0}
LT24_002T2_01,94742,Emerald Blessing {0}
LT24_002T3_01,94998,Baku the Mooneater {0}
LT24_002T3_01m,94997,Baku the Mooneater 1
LT24_002T3_05e,94990,Moon Pie
LT24_003E1_01,94428,"Maxwell, Mighty Steed 1"
LT24_003E1_02,94427,"Maxwell, Mighty Steed 2"
LT24_003E1_03,94426,"Maxwell, Mighty Steed 3"
LT24_003E1_04,92891,"Maxwell, Mighty Steed {0}"
LT24_003E2_04,92889,Exploring Monocle {0}
LT24_003E3_01,94241,Finley's Pith Helmet 1
LT24_003E3_02,94240,Finley's Pith Helmet 2
LT24_003E3_03,94239,Finley's Pith Helmet 3
LT24_003E3_04,92894,Finley's Pith Helmet {0}
LT24_003E3e,92895,Pithy Protection
LT24_003H_01,87037,Sir Finley
LT24_003H_02,87038,Sir Finley
LT24_003H_03,87039,Sir Finley
LT24_003P1_01,94230,Adventure Awaits 1
LT24_003P1_02,94229,Adventure Awaits 2
LT24_003P1_03,94228,Adventure Awaits 3
LT24_003P1_04,94227,Adventure Awaits 4
LT24_003P1_05,87040,Adventure Awaits {0}
LT24_003P2_01,94234,Murlocology 1
LT24_003P2_02,94233,Murlocology 2
LT24_003P2_03,94232,Murlocology 3
LT24_003P2_04,94231,Murlocology 4
LT24_003P2_05,93963,Murlocology {0}
LT24_003P2m_01,94430,Amalgam Explorer 1
LT24_003P2m_02,94432,Amalgam Explorer 2
LT24_003P2m_03,94433,Amalgam Explorer 3
LT24_003P2m_04,94435,Amalgam Explorer 4
LT24_003P2m_05,87042,Amalgam Explorer {0}
LT24_003P3_01,94238,Lead the Charge 1
LT24_003P3_02,94237,Lead the Charge 2
LT24_003P3_03,94236,Lead the Charge 3
LT24_003P3_04,94235,Lead the Charge 4
LT24_003P3_05,87044,Lead the Charge {0}
LT24_003P3e,87045,Charging
LT24_003T1_01,94429,Amalgam Explorer {0}
LT24_003T1_02,94431,Amalgam Explorer 2
LT24_003T1_03,94434,Amalgam Explorer 3
LT24_003T1_04,94436,Amalgam Explorer 4
LT24_003T1_05,87041,Amalgam Explorer {0}
LT24_003T2_01,94443,Maleficent Machination {0}
LT24_003T2_02,94442,Maleficent Machination 2
LT24_003T2_03,94441,Maleficent Machination 3
LT24_003T2_04,94440,Maleficent Machination 4
LT24_003T2_05,94439,Maleficent Machination {0}
LT24_004E1_02,95200,Surging Fist 2
LT24_004E1_03,95205,Surging Fist 3
LT24_004E1_04,95210,Surging Fist {0}
LT24_004E1a_01,94403,Surging Fist 1
LT24_004E1a_02,95201,Surging Fist 2
LT24_004E1a_03,95206,Surging Fist 3
LT24_004E1a_04,95211,Surging Fist {0}
LT24_004E2_02,95202,Elder Flame 2
LT24_004E2_03,95207,Elder Flame 3
LT24_004E2_04,95212,Elder Flame {0}
LT24_004E2b_01,94405,Elder Flame 1
LT24_004E2b_02,95203,Elder Flame 2
LT24_004E2b_03,95208,Elder Flame 3
LT24_004E2b_04,95213,Elder Flame {0}
LT24_004E3_02,95204,Twilight's Hammer 2
LT24_004E3_03,95209,Twilight's Hammer 3
LT24_004E3_04,95214,Twilight's Hammer {0}
LT24_004E3e,94407,Twilight's Hammer
LT24_004Ha_01,93889,Cho
LT24_004Ha_02,94162,Cho
LT24_004Ha_03,94163,Cho
LT24_004Hb_01,93890,Gall
LT24_004Hb_02,92177,Gall
LT24_004Hb_03,94164,Gall
LT24_004P1a_01,94152,Get 'em 1
LT24_004P1a_02,95165,Get 'em 2
LT24_004P1a_03,95174,Get 'em 3
LT24_004P1a_04,95183,Get 'em 4
LT24_004P1a_05,95192,Get 'em {0}
LT24_004P1ae,94415,Surging Fist
LT24_004P1b_01,94156,Get 'em 1
LT24_004P1b_02,95166,Get 'em 2
LT24_004P1b_03,95175,Get 'em 3
LT24_004P1b_04,95184,Get 'em 4
LT24_004P1b_05,95193,Get 'em {0}
LT24_004P2a_01,94153,Ogre Power 1
LT24_004P2a_02,95168,Ogre Power 2
LT24_004P2a_03,95177,Ogre Power 3
LT24_004P2a_04,95186,Ogre Power 4
LT24_004P2a_05,95195,Ogre Power {0}
LT24_004P2ae,94298,Ogre Power
LT24_004P2b_01,94157,Ogre Power 1
LT24_004P2b_02,95169,Ogre Power 2
LT24_004P2b_03,95178,Ogre Power 3
LT24_004P2b_04,95187,Ogre Power 4
LT24_004P2b_05,95196,Ogre Power {0}
LT24_004P2be,94166,Ogre Power
LT24_004P2be2,94414,Elder Flame
LT24_004P3_01,87080,Finish 'em 1
LT24_004P3_02,95170,Finish 'em 2
LT24_004P3_03,95179,Finish 'em 3
LT24_004P3_04,95188,Finish 'em 4
LT24_004P3_05,95197,Finish 'em {0}
LT24_004P3a_01,94154,Finish 'em 1
LT24_004P3a_02,95171,Finish 'em 2
LT24_004P3a_03,95180,Finish 'em 3
LT24_004P3a_04,95189,Finish 'em 4
LT24_004P3a_05,95198,Finish 'em {0}
LT24_004P3ae,94167,Finish 'em
LT24_004P3b_01,94158,Finish 'em 1
LT24_004P3b_02,95172,Finish 'em 2
LT24_004P3b_03,95181,Finish 'em 3
LT24_004P3b_04,95190,Finish 'em 4
LT24_004P3b_05,95199,Finish 'em {0}
LT24_005E2e,93065,Grimtotem Takeover
LT24_005P2e,93062,Twilight Empyrean
LT24_005T1_01,94851,Elder Crone's Curse 1
LT24_005T1_02,94850,Elder Crone's Curse 2
LT24_005T1_03,94849,Elder Crone's Curse 3
LT24_005T1_04,94848,Elder Crone's Curse 4
LT24_005T1_05,87724,Elder Crone's Curse 5
LT24_006E1_01,95913,Shadowstep 1
LT24_006E1_02,95912,Shadowstep 2
LT24_006E1_03,95910,Shadowstep 3
LT24_006E1_04,94924,Shadowstep {0}
LT24_006E1e,94925,Shadowstep
LT24_006E1e2,95933,Shadow Dancer
LT24_006E2_01,95909,Halforcen Legacy 1
LT24_006E2_02,95908,Halforcen Legacy 2
LT24_006E2_03,95907,Halforcen Legacy 3
LT24_006E2_04,94926,Halforcen Legacy {0}
LT24_006E2e,94927,Does it end here?
LT24_006E3_01,95905,Knife of Indecision 1
LT24_006E3_02,95904,Knife of Indecision 2
LT24_006E3_03,95903,Knife of Indecision 3
LT24_006E3_04,94928,Knife of Indecision {0}
LT24_006E3e,94937,Procrastinated Role
LT24_006E3e2,95084,Sneaky Health
LT24_006P1_01,95928,Smoke and Knives 1
LT24_006P1_02,95927,Smoke and Knives 2
LT24_006P1_03,95926,Smoke and Knives 3
LT24_006P1_04,95925,Smoke and Knives 4
LT24_006P1_05,94907,Smoke and Knives {0}
LT24_006P1e,94909,Multifaceted
LT24_006P2_01,95932,Shimmering Toxin 1
LT24_006P2_02,95931,Shimmering Toxin 2
LT24_006P2_03,95930,Shimmering Toxin 3
LT24_006P2_04,95929,Shimmering Toxin 4
LT24_006P2_05,94911,Shimmering Toxin {0}
LT24_006P2e,94912,Poisoned Blades
LT24_006P2e2,94915,Shimmering Toxin
LT24_006P3_01,95924,One And The Same 1
LT24_006P3_02,95923,One And The Same 2
LT24_006P3_03,95922,One And The Same 3
LT24_006P3_04,95921,One And The Same 4
LT24_006P3_05,94922,One And The Same {0}
LT24_006P3e,94923,One And The Same (Tracking)
LT24_006T1_01,95627,Anima Antigens {0}
LT24_006T1e,95613,Universal Receiver
LT24_007E1_03,94599,Arena Contender 3
LT24_007E1_04,93447,Arena Contender {0}
LT24_007E2_01,94602,New Client 1
LT24_007E2_02,94601,New Client 2
LT24_007E2_03,94600,New Client 3
LT24_007E2_04,85326,New Client {0}
LT24_007E3_01,94605,Spirit Of The Dead 1
LT24_007E3_02,94604,Spirit Of The Dead 2
LT24_007E3_03,94603,Spirit Of The Dead 3
LT24_007E3_04,93452,Spirit Of The Dead {0}
LT24_007H_01,93405,Bwonsamdi
LT24_007H_02,93409,Bwonsamdi
LT24_007H_03,93410,Bwonsamdi
LT24_007P1_01,96680,Soul Subjugation 1
LT24_007P1_02,96679,Soul Subjugation 2
LT24_007P1_03,96678,Soul Subjugation 3
LT24_007P1_04,96677,Soul Subjugation 4
LT24_007P1_05,93416,Soul Subjugation {0}
LT24_007P2_01,94594,Irrefusable Deal 1
LT24_007P2_02,94593,Irrefusable Deal 2
LT24_007P2_03,94592,Irrefusable Deal 3
LT24_007P2_04,94591,Irrefusable Deal 4
LT24_007P2_05,93430,Irrefusable Deal {0}
LT24_007P2a,93417,Deal Of Time
LT24_007P2a2,94836,Deal Of Time
LT24_007P2ae,93418,Don't Waste It
LT24_007P2b,93435,Deal Of Vanity
LT24_007P2b2,94837,Deal Of Vanity
LT24_007P2be,93436,Stylish
LT24_007P2be2,93437,Deal Of Vanity
LT24_007P2c,93438,Deal Of Fear
LT24_007P2c2,94838,Deal Of Fear
LT24_007P2ca,93441,Deal Of Fear (Force Cast)
LT24_007P2ce,93439,Deal Of Fear
LT24_007P2e,93426,Deal Cooldown
LT24_007P3_01,94598,Binding Contract 1
LT24_007P3_02,94597,Binding Contract 2
LT24_007P3_03,94596,Binding Contract 3
LT24_007P3_04,94595,Binding Contract 4
LT24_007P3_05,85315,Binding Contract {0}
LT24_007P3e,85316,Binding Contract
LT24_007T1_01,94861,Stolen Invitation {0}
LT24_007T1e,94862,Looking Cool
LT24_008E1_01,94579,Blood Moon 1
LT24_008E1_02,94578,Blood Moon 2
LT24_008E1_03,94577,Blood Moon 3
LT24_008E1_04,94160,Blood Moon {0}
LT24_008E1e,97123,Blood Moon
LT24_008E2_01,94583,Smooth Transformation 1
LT24_008E2_02,94582,Smooth Transformation 2
LT24_008E2_03,94581,Smooth Transformation 3
LT24_008E2_04,94161,Smooth Transformation {0}
LT24_008E2e,97124,Smooth Transformation
LT24_008E3_01,94587,Gilnean Strength 1
LT24_008E3_02,94585,Gilnean Strength 2
LT24_008E3_03,94584,Gilnean Strength 3
LT24_008E3_04,94165,Gilnean Strength {0}
LT24_008H_01,94125,Genn Greymane
LT24_008H_02,94126,Genn Greymane
LT24_008H_03,94127,Genn Greymane
LT24_008H_04,94128,Genn Greymane
LT24_008P1a_01,94561,Moonlight Strike 1
LT24_008P1a_02,94560,Moonlight Strike 2
LT24_008P1a_03,94559,Moonlight Strike 3
LT24_008P1a_04,94558,Moonlight Strike 4
LT24_008P1a_05,94129,Moonlight Strike {0}
LT24_008P1b_01,94565,Blistering Bullet 1
LT24_008P1b_02,94564,Blistering Bullet 2
LT24_008P1b_03,94563,Blistering Bullet 3
LT24_008P1b_04,94562,Blistering Bullet 4
LT24_008P1b_05,94138,Blistering Bullet {0}
LT24_008P2a_01,94569,Space Maker 1
LT24_008P2a_02,94568,Space Maker 2
LT24_008P2a_03,94567,Space Maker 3
LT24_008P2a_04,94566,Space Maker 4
LT24_008P2a_05,94145,Space Maker {0}
LT24_008P2ae,94146,Ready Steady
LT24_008P2b_01,94573,Ankle Breaker 1
LT24_008P2b_02,94572,Ankle Breaker 2
LT24_008P2b_03,94571,Ankle Breaker 3
LT24_008P2b_04,94570,Ankle Breaker 4
LT24_008P2b_05,94147,Ankle Breaker {0}
LT24_008P2be,94148,Off Balance
LT24_008P3a_01,96887,Beastly Beauty 1
LT24_008P3a_02,96886,Beastly Beauty 2
LT24_008P3a_03,96885,Beastly Beauty 3
LT24_008P3a_04,96884,Beastly Beauty 4
LT24_008P3a_05,94151,Beastly Beauty {0}
LT24_008P3am_01,96891,Beastly Beauty 1
LT24_008P3am_02,96890,Beastly Beauty 2
LT24_008P3am_03,96889,Beastly Beauty 3
LT24_008P3am_04,96888,Beastly Beauty 4
LT24_008P3am_05,94149,Beastly Beauty {0}
LT24_008P3ame,94150,Gorgeous
LT24_008P3b_01,96895,Beautiful Beast 1
LT24_008P3b_02,96894,Beautiful Beast 2
LT24_008P3b_03,96893,Beautiful Beast 3
LT24_008P3b_04,96892,Beautiful Beast 4
LT24_008P3b_05,94155,Beautiful Beast {0}
LT24_008P3bm_01,96899,Beautiful Beast 1
LT24_008P3bm_02,96898,Beautiful Beast 2
LT24_008P3bm_03,96897,Beautiful Beast 3
LT24_008P3bm_04,96896,Beautiful Beast 4
LT24_008P3bm_05,94159,Beautiful Beast {0}
LT24_008T1_01,94882,Everywhere Worgen {0}
LT24_008T1e,94883,Not-So Secret
LT24_008T1m,94876,Duskhaven Hunter
LT24_008T1m2,94877,Arcane Keysmith
LT24_008T1m3,94879,Drakeslayer
LT24_008T1m4,94880,Gilnean Royal Guard
LT24_008T1m5,94881,Pumpkin Peasant
LT24_008T2_01,94896,Bird Buddy {0}
LT24_008T2e,94891,Best Bird Buds
LT24_008T2m_01,94890,Bird Buddy
LT24_009E1_03,97242,Spectral Spectacles 3
LT24_009E1_04,94454,Spectral Spectacles {0}
LT24_009E2_01,97241,Gilnean Rapier 1
LT24_009E2_02,97240,Gilnean Rapier 2
LT24_009E2_03,97239,Gilnean Rapier 3
LT24_009E2_04,94455,Gilnean Rapier {0}
LT24_009E2e,95236,Pointy Slap
LT24_009E3_01,97238,Worgen Tooth Necklace 1
LT24_009E3_02,97237,Worgen Tooth Necklace 2
LT24_009E3_03,97236,Worgen Tooth Necklace 3
LT24_009E3_04,94456,Worgen Tooth Necklace {0}
LT24_009H_01,94448,Lord Godfrey
LT24_009H_02,94449,Lord Godfrey
LT24_009H_03,94450,Lord Godfrey
LT24_009P1_01,97256,Cursed Bullets 1
LT24_009P1_02,97255,Cursed Bullets 2
LT24_009P1_03,97254,Cursed Bullets 3
LT24_009P1_04,97253,Cursed Bullets 4
LT24_009P1_05,94451,Cursed Bullets {0}
LT24_009P1e,94457,Cursed Wound
LT24_009P2_01,97252,Brutal Backhand 1
LT24_009P2_02,97251,Brutal Backhand 2
LT24_009P2_03,97250,Brutal Backhand 3
LT24_009P2_04,97249,Brutal Backhand 4
LT24_009P2_05,94452,Brutal Backhand {0}
LT24_009P2e,94458,Brutal Backhand (Deathblow Tracking)
LT24_009P3_01,97248,Pistol Barrage 1
LT24_009P3_02,97247,Pistol Barrage 2
LT24_009P3_03,97246,Pistol Barrage 3
LT24_009P3_04,97245,Pistol Barrage 4
LT24_009P3_05,94453,Pistol Barrage {0}
LT24_009P3e,94818,Murderous Intent
LT24_009T1_01,97278,Godfrey's Army {0}
LT24_009T1e,97274,Godfrey's Army
LT24_009T2_01,97267,Improved Cursed Bullets {0}
LT24_009T2_02,97268,Improved Cursed Bullets 2
LT24_010E1_01,94274,Bog Moss 1
LT24_010E1_02,94275,Bog Moss 2
LT24_010E1_03,94276,Bog Moss 3
LT24_010E1_04,93117,Bog Moss {0}
LT24_010E2_01,95398,Fishing Lure 1
LT24_010E2_02,95397,Fishing Lure 2
LT24_010E2_03,95396,Fishing Lure 3
LT24_010E2_04,93119,Fishing Lure {0}
LT24_010E3_01,94278,"""Fresh"" Peaches 1"
LT24_010E3_02,94279,"""Fresh"" Peaches 2"
LT24_010E3_03,94280,"""Fresh"" Peaches 3"
LT24_010E3_04,93121,"""Fresh"" Peaches {0}"
LT24_010E3e,93122,"""Fresh"" Peaches"
LT24_010H_01,93089,Nemsy Necrofizzle
LT24_010H_02,93090,Nemsy Necrofizzle
LT24_010H_03,93091,Nemsy Necrofizzle
LT24_010P1_01,94261,Boggy Blast 1
LT24_010P1_02,94262,Boggy Blast 2
LT24_010P1_03,94263,Boggy Blast 3
LT24_010P1_04,94264,Boggy Blast 4
LT24_010P1_05,93092,Boggy Blast {0}
LT24_010P2_01,94265,Erupting Fungus 1
LT24_010P2_02,94266,Erupting Fungus 2
LT24_010P2_03,94267,Erupting Fungus 3
LT24_010P2_04,94268,Erupting Fungus 4
LT24_010P2_05,93097,Erupting Fungus {0}
LT24_010P2e2,93102,Erupting Fungus
LT24_010P3_01,94270,Bogonomics 1
LT24_010P3_02,94271,Bogonomics 2
LT24_010P3_03,94272,Bogonomics 3
LT24_010P3_04,94273,Bogonomics 4
LT24_010P3_05,93108,Bogonomics {0}
LT24_010P3e,93111,Bogonomics
LT24_010P3e2,93116,Bogonomics
LT24_010T1_01,94397,Can't Touch This {0}
LT24_010m,93093,Boggy
LT24_010m1,95378,Boggy
LT24_010m2,95385,Boggy
LT24_010m3,95376,Boggy
LT24_010me,93094,Bigger Boggy!
LT24_011E1_01,95895,Cloak of Shadows 1
LT24_011E1_02,95894,Cloak of Shadows 2
LT24_011E1_03,95893,Cloak of Shadows 3
LT24_011E1_04,93393,Cloak of Shadows {0}
LT24_011E2_01,95852,Steadfast Convictions 1
LT24_011E2_02,95851,Steadfast Convictions 2
LT24_011E2_03,95850,Steadfast Convictions 3
LT24_011E2_04,93394,Steadfast Convictions {0}
LT24_011E2e,93395,Won't Stand Down
LT24_011E2e2,95854,Steadfast Convictions
LT24_011E3_01,95892,Tools of the Trade 1
LT24_011E3_02,95891,Tools of the Trade 2
LT24_011E3_03,95890,Tools of the Trade 3
LT24_011E3_04,93398,Tools of the Trade {0}
LT24_011E3e,93399,Traded Tools
LT24_011H_01,93339,Tess Greymane
LT24_011H_02,93396,Tess Greymane
LT24_011H_03,93397,Tess Greymane
LT24_011P1_01,96639,Yoink! 1
LT24_011P1_02,96638,Yoink! 2
LT24_011P1_03,96637,Yoink! 3
LT24_011P1_04,96636,Yoink! 4
LT24_011P1_05,93341,Yoink! {0}
LT24_011P1e,93344,Yoinked!
LT24_011P2_01,96643,Moonlight Resolve! 1
LT24_011P2_02,96642,Moonlight Resolve! 2
LT24_011P2_03,96641,Moonlight Resolve! 3
LT24_011P2_04,96640,Moonlight Resolve! 4
LT24_011P2_05,93348,Moonlight Resolve! {0}
LT24_011P2e,93356,By Moonlight!
LT24_011P3_01,95881,Princess Power! 1
LT24_011P3_02,95880,Princess Power! 2
LT24_011P3_03,95879,Princess Power! 3
LT24_011P3_04,95878,Princess Power! 4
LT24_011P3_05,93388,Princess Power! {0}
LT24_011P3b,93389,What I'm Capable Of!
LT24_011T1,94792,Everything I've Got {0}
LT24_011T2_01,94812,Thriving Bomb {0}
LT24_011T2e,94813,Thriving Bomb
LT24_012E1_01,94080,Playful Ooze 1
LT24_012E1_02,94081,Playful Ooze 2
LT24_012E1_03,94082,Playful Ooze 3
LT24_012E1_04,93336,Playful Ooze {0}
LT24_012E2_01,94083,Extra Bone 1
LT24_012E2_02,94084,Extra Bone 2
LT24_012E2_03,94085,Extra Bone 3
LT24_012E2_04,93337,Extra Bone {0}
LT24_012E2e,93338,Extra Bone
LT24_012E3_01,94086,Purrfect Plot 1
LT24_012E3_02,94087,Purrfect Plot 2
LT24_012E3_03,94088,Purrfect Plot 3
LT24_012E3_04,93342,Purrfect Plot {0}
LT24_012H_01,93328,Mr. Bigglesworth
LT24_012H_02,93329,Mr. Bigglesworth
LT24_012H_03,93330,Mr. Bigglesworth
LT24_012P1_01,94064,Deadly Cute 1
LT24_012P1_01m,94071,Pretty Kitty 1
LT24_012P1_02,94065,Deadly Cute 2
LT24_012P1_02m,94070,Pretty Kitty 2
LT24_012P1_03,94066,Deadly Cute 3
LT24_012P1_03m,94069,Pretty Kitty 3
LT24_012P1_04,94067,Deadly Cute 4
LT24_012P1_04m,94068,Pretty Kitty 4
LT24_012P1_05,93331,Deadly Cute {0}
LT24_012P1_05m,93332,Pretty Kitty {0}
LT24_012P2_01,94075,Headpats 1
LT24_012P2_02,94074,Headpats 2
LT24_012P2_03,94073,Headpats 3
LT24_012P2_04,94072,Headpats 4
LT24_012P2_05,93333,Headpats {0}
LT24_012P2e,93334,Headpats
LT24_012P2e1,93353,Headpats
LT24_012P3_01,94079,Feline Fine 1
LT24_012P3_02,94078,Feline Fine 2
LT24_012P3_03,94077,Feline Fine 3
LT24_012P3_04,94076,Feline Fine 4
LT24_012P3_05,93335,Feline Fine {0}
LT24_012T1_01,94392,Baron's Boon {0}
LT24_012T1e,94393,Baron's Boon
LT24_012T1e2,100959,Baron's Boon
LT24_013E1_01,94622,Spooky Scary 1
LT24_013E1_02,94621,Spooky Scary 2
LT24_013E1_03,94620,Spooky Scary 3
LT24_013E1_04,94025,Spooky Scary {0}
LT24_013E1m,94244,Spooky Skeleton
LT24_013E2_01,94628,A Solid Education 1
LT24_013E2_02,94627,A Solid Education 2
LT24_013E2_03,94626,A Solid Education 3
LT24_013E2_04,94024,A Solid Education {0}
LT24_013E3_01,94625,Rattling Bones 1
LT24_013E3_02,94624,Rattling Bones 2
LT24_013E3_03,94623,Rattling Bones 3
LT24_013E3_04,94014,Rattling Bones {0}
LT24_013H_01,94013,Rattlegore
LT24_013H_02,94020,Rattlegore
LT24_013H_03,94021,Rattlegore
LT24_013H_03_Event,97607,Rattlegore
LT24_013P1_01,95002,Rusted Blades 1
LT24_013P1_02,95001,Rusted Blades 2
LT24_013P1_03,95000,Rusted Blades 3
LT24_013P1_04,94999,Rusted Blades 4
LT24_013P1_05,94015,Rusted Blades {0}
LT24_013P1e,94016,Stainless Scythes
